"ISIN","Company","Country"
"GB0031215220","Carnival PLC","United Kingdom"
"GB0002869419","Big Yellow Group PLC","United Kingdom"
"CA19239C1068","Cogeco Communications Inc","Canada"
"US1053682035","Brandywine Realty Trust","United States of America"
"AU000000ANN9","Ansell Ltd","Australia"
"US8581552036","Steelcase Inc","United States of America"
"ES0178165017","Tecnicas Reunidas SA","Spain"
"US7835491082","Ryder System Inc","United States of America"
"US4432011082","Howmet Aerospace Inc","United States of America"
"DK0060227585","Chr Hansen Holding A/S","Denmark"
"ES0169501030","Pharma Mar SA","Unable to resolve all requested identifiers."
"ZAE000093779","Santam Ltd","South Africa"
"KYG8875G1029","3SBio Inc","China"
"SE0000806994","JM AB","Sweden"
"SE0011166974","Fabege AB","Sweden"
"US88162G1031","Tetra Tech Inc","United States of America"
"NO0010861990","Prosafe SE","Norway"
"NZKPGE0001S9","Kiwi Property Group Ltd","New Zealand"
"JP3965400009","Lion Corp","Japan"
"US9092143067","Unisys Corp","United States of America"
"AU000000SUL0","Super Retail Group Ltd","Australia"
"IT0000072170","FinecoBank Banca Fineco SpA","Italy"
"GB00B2PDGW16","WH Smith PLC","United Kingdom"
"FI0009000277","TietoEVRY Corp","Finland"
"CA15101Q1081","Celestica Inc","Canada"
"US0441861046","Ashland Inc","United States of America"
"DE000A0D9PT0","MTU Aero Engines AG","Germany"
"JP3715200006","Nippon Shokubai Co Ltd","Japan"
"US7140461093","Revvity Inc","United States of America"
"DE000ZAL1111","Zalando SE","Germany"
"AU000000MYR2","Myer Holdings Ltd","Australia"
"SE0006993770","Axfood AB","Sweden"
"BE0974294267","Nyrstar NV","Belgium"
"US49338L1035","Keysight Technologies Inc","United States of America"
"ES0105025003","Merlin Properties SOCIMI SA","Spain"
"DK0060542181","ISS A/S","Denmark"
"ZAE000180915","Investec Property Fund Ltd","South Africa"
"DE0006766504","Aurubis AG","Germany"
"JP3297000006","Kokuyo Co Ltd","Japan"
"CA5503721063","Lundin Mining Corp","Canada"
"GB00B7N0K053","Premier Foods PLC","United Kingdom"
"DK0010272202","Genmab A/S","Denmark"
"GB00B04V1276","Grainger PLC","United Kingdom"
"GB0004915632","Kier Group PLC","United Kingdom"
"GB0003308607","Spectris PLC","United Kingdom"
"ES0130670112","Endesa SA","Spain"
"US2976021046","Ethan Allen Interiors Inc","United States of America"
"BREVENACNOR8","Even Construtora e Incorporadora SA","Brazil"
"FR0011950732","Elior Group SA","France"
"BMG3922B1072","Genpact Ltd","Bermuda"
"INE092T01019","IDFC First Bank Ltd","India"
"FR0000121709","SEB SA","France"
"CA54928Q1081","Lucara Diamond Corp","Canada"
"GB00BJLP1Y77","HICL Infrastructure PLC","United Kingdom"
"AU000000DOW2","Downer EDI Ltd","Australia"
"AU000000GOZ8","Growthpoint Properties Australia Ltd","Australia"
"TW0001710002","Oriental Union Chemical Corp","Taiwan"
"DE0006275001","Arcandor AG","Germany"
"AU000000BKL7","Blackmores Ltd","Australia"
"DE0006062144","Covestro AG","Germany"
"COT04PA00028","Grupo Nutresa SA","Colombia"
"GB00B1P6ZR11","N Brown Group PLC","United Kingdom"
"AU000000CMW8","Cromwell Property Group","Australia"
"US7751331015","Rogers Corp","United States of America"
"ZAE000005153","Omnia Holdings Ltd","South Africa"
"ES0109427734","Atresmedia Corporacion de Medios de Comunicacion SA","Spain"
"AU000000CGF5","Challenger Ltd","Australia"
"US6365181022","National Instruments Corp","United States of America"
"CA4436281022","Hudbay Minerals Inc","Canada"
"JP3497400006","Daifuku Co Ltd","Japan"
"AU000000VCX7","Vicinity Centres","Australia"
"OM0000002796","Bank Muscat SAOG","Oman"
"US92343X1000","Verint Systems Inc","United States of America"
"ES0161560018","NH Hotel Group SA","Spain"
"US05351W1036","Avangrid Inc","United States of America"
"GB0002148343","Rathbone Brothers PLC","United Kingdom"
"US6821891057","ON Semiconductor Corp","United States of America"
"US1271903049","CACI International Inc","United States of America"
"TW0002352002","Qisda Corp","Taiwan"
"US4103451021","HanesBrands Inc","United States of America"
"OM0000001517","HSBC Bank Oman SAOG","Oman"
"GB0003096442","RS Group PLC","United Kingdom"
"TH0528010Z00","Delta Electronics Thailand PCL","Unable to resolve all requested identifiers."
"MX01OM000018","Grupo Aeroportuario del Centro Norte SAB de CV","Mexico"
"ZAE000134854","Clicks Group Ltd","South Africa"
"US6460251068","New Jersey Resources Corp","United States of America"
"BE0003818359","Galapagos NV","Belgium"
"KYG459951003","Shenzhen Investment Holdings Bay Area Development Co Ltd","Unable to resolve all requested identifiers."
"JP3721600009","Nippon Paper Industries Co Ltd","Japan"
"LK0004N00008","Aitken Spence PLC","Sri Lanka"
"SE0011205194","Wihlborgs Fastigheter AB","Unable to resolve all requested identifiers."
"US49427F1084","Kilroy Realty Corp","United States of America"
"GB00BV9FP302","Computacenter PLC","United Kingdom"
"FI0009014575","Metso Oyj","Finland"
"IE0004927939","Kingspan Group PLC","Ireland; Republic of"
"GB00B3FLWH99","Bodycote PLC","United Kingdom"
"GB00B0N8QD54","Britvic PLC","United Kingdom"
"ES0171743901","Promotora de Informaciones SA","Spain"
"ZAE000149936","Royal Bafokeng Platinum Ltd","South Africa"
"BE0003755692","Agfa Gevaert NV","Belgium"
"US57164Y1073","Marriott Vacations Worldwide Corp","United States of America"
"FR0013269123","Rubis SCA","France"
"GB0005746358","McBride PLC","United Kingdom"
"GB0007668071","Close Brothers Group PLC","United Kingdom"
"US3773161043","P H Glatfelter Co","Unable to resolve all requested identifiers."
"US42704L1044","Herc Holdings Inc","United States of America"
"IE0002424939","DCC PLC","Ireland; Republic of"
"TH0450010Y08","Thai Union Group PCL","Thailand"
"US8803451033","Tennant Co","United States of America"
"DE0006632003","Morphosys AG","Germany"
"SE0000170375","Hufvudstaden AB","Sweden"
"JP3580200008","Tokyo Seimitsu Co Ltd","Japan"
"US2017231034","Commercial Metals Co","United States of America"
"US2036681086","Community Health Systems Inc","United States of America"
"BMG1744V1037","Cafe De Coral Holdings Ltd","Hong Kong"
"CA05577W2004","BRP Inc","Canada"
"GB0022569080","Amdocs Ltd","United States of America"
"TW0002344009","Winbond Electronics Corp","Taiwan"
"FR0000054470","Ubisoft Entertainment SA","France"
"US55303J1060","MGP Ingredients Inc","United States of America"
"CA8935781044","Transcontinental Inc","Canada"
"CA69946Q1046","Parex Resources Inc","Canada"
"TH0999010Z03","TISCO Financial Group PCL","Thailand"
"SA0007879121","Saudi Basic Industries Corporation SJSC","Saudi Arabia"
"SE0008321293","Nibe Industrier AB","Unable to resolve all requested identifiers."
"US92763W1036","Vipshop Holdings Ltd","China"
"US3614481030","GATX Corp","United States of America"
"NL0011821392","Signify NV","Netherlands"
"BE0003593044","Cofinimmo SA","Belgium"
"ZAE000190724","Hyprop Investments Ltd","South Africa"
"CA0966311064","Boardwalk Real Estate Investment Trust","Canada"
"JP3493400000","DIC Corp","Japan"
"US0009571003","ABM Industries Inc","United States of America"
"INE095A01012","Indusind Bank Ltd","India"
"AU000000NHF0","NIB Holdings Ltd","Australia"
"JE00B6T5S470","Polymetal International PLC","Kazakhstan"
"GB00B188SR50","International Public Partnerships Ltd","Guernsey"
"MYL4502OO000","Media Prima Bhd","Malaysia"
"GB0000767003","Bankers Investment Trust PLC","Unable to resolve all requested identifiers."
"JP3992400006","Wacoal Holdings Corp","Japan"
"INE094A01015","Hindustan Petroleum Corp Ltd","India"
"GB0001859296","Vistry Group PLC","United Kingdom"
"AU000000MGX7","Mount Gibson Iron Ltd","Australia"
"BE0003816338","Euronav NV","Belgium"
"ZAE000049433","Avi Ltd","South Africa"
"CA51925D1069","Laurentian Bank of Canada","Canada"
"US91879Q1094","Vail Resorts Inc","United States of America"
"AU000000ABP9","Abacus Property Group","Unable to resolve all requested identifiers."
"US9553061055","West Pharmaceutical Services Inc","United States of America"
"GB00BGDT3G23","Rightmove PLC","United Kingdom"
"CA1469001053","Cascades Inc","Canada"
"GB00B03HDJ73","Esken Ltd","United Kingdom"
"NZMELE0002S7","Meridian Energy Ltd","New Zealand"
"NZWHSE0001S6","Warehouse Group Ltd","New Zealand"
"PEP620001003","Nexa Resources Peru SAA","Peru"
"IT0000433307","Saras SpA","Italy"
"US4108671052","Hanover Insurance Group Inc","United States of America"
"JP3166000004","Ebara Corp","Japan"
"CA14042M1023","Capital Power Corp","Canada"
"NO0010716582","Aker Solutions ASA","Norway"
"CA16890P1036","China Gold International Resources Corp Ltd","Canada"
"CA89351T4019","Transat AT Inc","Canada"
"ARP495251018","Grupo Financiero Galicia SA","Argentina"
"AU000000NXT8","NEXTDC Ltd","Australia"
"US67011P1003","NOW Inc","United States of America"
"TW0002408002","Nanya Technology Corp","Taiwan"
"KYG367381053","Fresh Del Monte Produce Inc","United States of America"
"BE0974276082","Ontex Group NV","Belgium"
"MX01VO000009","Controladora Vuela Compania de Aviacion SAB de CV","Mexico"
"CA00900Q1037","Aimia Inc","Canada"
"US9047081040","UniFirst Corp","United States of America"
"FR0000051807","Teleperformance SE","France"
"US28035Q1022","Edgewell Personal Care Co","United States of America"
"ZAE000003273","Hudaco Industries Ltd","South Africa"
"FR0000050809","Sopra Steria Group SA","France"
"US45337C1027","Incyte Corp","United States of America"
"US5805891091","McGrath RentCorp","United States of America"
"US4282911084","Hexcel Corp","United States of America"
"US45768S1050","Innospec Inc","United States of America"
"US30161Q1040","Exelixis Inc","United States of America"
"JP3274400005","Glory Ltd","Japan"
"GB00B012TP20","Halfords Group PLC","United Kingdom"
"GB00B128J450","IP Group PLC","United Kingdom"
"GB0009067447","Mothercare PLC","United Kingdom"
"GB00BKY40Q38","Galliford Try Holdings PLC","United Kingdom"
"US0545402085","Axcelis Technologies Inc","United States of America"
"AU000000JBH7","JB Hi-Fi Ltd","Australia"
"GB0001639920","Caledonia Investments PLC","United Kingdom"
"ZAE000025284","Oceana Group Ltd","South Africa"
"US4571871023","Ingredion Inc","United States of America"
"MXP001391012","Alsea SAB de CV","Mexico"
"BMG6901M1010","Giordano International Ltd","Hong Kong"
"GB00BG11K365","Redrow PLC","United Kingdom"
"GB0003052338","Edinburgh Investment Trust PLC","United Kingdom"
"ARGCLA010015","Grupo Clarin SA","Argentina"
"LU0501835309","L'Occitane International SA","Luxembourg"
"GB00B67G5X01","Workspace Group PLC","United Kingdom"
"US5544891048","Veris Residential Inc","United States of America"
"US4042511000","HNI Corp","United States of America"
"DE0007856023","Elringklinger AG","Germany"
"US5339001068","Lincoln Electric Holdings Inc","United States of America"
"ID1000106602","Aneka Tambang Tbk PT","Indonesia"
"AU000000WTC3","WiseTech Global Ltd","Australia"
"US05350V1061","Avanos Medical Inc","United States of America"
"JP3725400000","Zeon Corp","Japan"
"DE000A0LD6E6","Gerresheimer AG","Germany"
"US48666K1097","KB Home","United States of America"
"GB0000904986","Bellway PLC","United Kingdom"
"AU000000MCM9","MC Mining Ltd","Australia"
"HK0242001243","Shun Tak Holdings Ltd","Hong Kong"
"ZAE000117792","City Lodge Hotels Ltd","South Africa"
"GB00BVGBWW93","Assura PLC","United Kingdom"
"CA2652692096","Dundee Precious Metals Inc","Canada"
"CA66987E2069","NovaGold Resources Inc","United States of America"
"US2576511099","Donaldson Company Inc","United States of America"
"IT0004965148","Moncler SpA","Italy"
"GB0002652740","Derwent London PLC","United Kingdom"
"PEP617001008","Sociedad Minera el Brocal SAA","Peru"
"AEE000701012","Emirates Integrated Telecommunications Company PJSC","United Arab Emirates"
"JP3855900001","Pola Orbis Holdings Inc","Japan"
"US18538R1032","Clearwater Paper Corp","United States of America"
"ZAE000022653","Spur Corporation Ltd","South Africa"
"AU000000SFR8","Sandfire Resources Ltd","Australia"
"ARP125991090","Banco Bbva Argentina SA","Argentina"
"US69036R8631","Overseas Shipholding Group Inc","United States of America"
"ZAE000216537","Bid Corporation Ltd","South Africa"
"IE00BD1RP616","Bank of Ireland Group PLC","Ireland; Republic of"
"US29089Q1058","Emergent BioSolutions Inc","United States of America"
"US9807451037","Woodward Inc","United States of America"
"US46333X1081","Ironwood Pharmaceuticals Inc","United States of America"
"US6517185046","Newpark Resources Inc","United States of America"
"FI0009000459","Huhtamaki Oyj","Finland"
"US0152711091","Alexandria Real Estate Equities Inc","United States of America"
"US73278L1052","Pool Corp","United States of America"
"GB00B1CKQ739","Dunelm Group PLC","United Kingdom"
"US45667G1031","Infinera Corp","United States of America"
"US3635761097","Arthur J Gallagher & Co","United States of America"
"GB00B1JQDM80","Marston's PLC","United Kingdom"
"FI0009004824","Kemira Oyj","Finland"
"JP3283650004","Kose Corp","Japan"
"ZAE000096210","Hulamin Ltd","South Africa"
"ARP331091024","Cresud SACIF y A","Argentina"
"GB00B0744359","Essentra PLC","United Kingdom"
"GB00BZ3CNK81","Torm PLC","United Kingdom"
"US4663131039","Jabil Inc","United States of America"
"US2227955026","Cousins Properties Inc","United States of America"
"GB00B2NGPM57","Paragon Banking Group PLC","United Kingdom"
"SA0007879063","Saudi Investment Bank SJSC","Saudi Arabia"
"US81725T1007","Sensient Technologies Corp","United States of America"
"AU000000SBM8","St Barbara Ltd","Australia"
"KYG211081248","China Medical System Holdings Ltd","China"
"AU000000HIL8","Hills Ltd","Australia"
"ZAE000035861","Capitec Bank Holdings Ltd","South Africa"
"US1985161066","Columbia Sportswear Co","United States of America"
"US5854641009","Melco Resorts & Entertainment Ltd","Hong Kong"
"AU0000253502","Region Re Ltd","Australia"
"US19247A1007","Cohen & Steers Inc","United States of America"
"US1311931042","Topgolf Callaway Brands Corp","United States of America"
"US2480191012","Deluxe Corp","United States of America"
"US46131B1008","Invesco Mortgage Capital Inc","Unable to resolve all requested identifiers."
"US3976241071","Greif Inc","United States of America"
"ID1000053705","Medco Energi Internasional Tbk PT","Indonesia"
"NZRBDE0001S1","Restaurant Brands New Zealand Ltd","New Zealand"
"AT0000APOST4","Oesterreichische Post AG","Austria"
"GB00BJ62K685","Pets at Home Group PLC","United Kingdom"
"ARSIDE010029","Ternium Argentina SA","Argentina"
"US83088M1027","Skyworks Solutions Inc","United States of America"
"NL0000337319","Koninklijke BAM Groep NV","Netherlands"
"US3596941068","HB Fuller Co","United States of America"
"US8807701029","Teradyne Inc","United States of America"
"DK0060495240","Simcorp A/S","Denmark"
"BE0974268972","Bpost SA","Belgium"
"US05379B1070","Avista Corp","United States of America"
"US34959E1091","Fortinet Inc","United States of America"
"US67623C1099","Office Properties Income Trust","United States of America"
"AU000000IGO4","IGO Ltd","Australia"
"AU000000IFL2","Insignia Financial Ltd","Australia"
"DE0007235301","SGL Carbon SE","Germany"
"US00486H1059","ADTRAN Holdings Inc","United States of America"
"DK0010272632","GN Store Nord A/S","Denmark"
"US03748R7540","Apartment Investment and Management Co","United States of America"
"AU000000NUF3","Nufarm Ltd","Australia"
"US4579852082","Integra Lifesciences Holdings Corp","United States of America"
"US6907321029","Owens & Minor Inc","United States of America"
"NL0011872643","ASR Nederland NV","Netherlands"
"PTZON0AM0006","Nos SGPS SA","Portugal"
"AU000000APE3","Eagers Automotive Ltd","Australia"
"GB00B11V7W98","Alliance Trust PLC","United Kingdom"
"US0017441017","AMN Healthcare Services Inc","United States of America"
"AU000000ORA8","Orora Ltd","Australia"
"GB00B1FP6H53","Mitchells & Butlers PLC","United Kingdom"
"GB0006650450","Oxford Instruments PLC","United Kingdom"
"US5218652049","Lear Corp","United States of America"
"US5370081045","Littelfuse Inc","United States of America"
"US25787G1004","Donnelley Financial Solutions Inc","United States of America"
"JP3665200006","Nichirei Corp","Japan"
"US7055731035","Pegasystems Inc","United States of America"
"JE00B5TT1872","Centamin PLC","Jersey"
"AU000000CLW0","Charter Hall Long WALE REIT","Australia"
"PEP646501002","Sociedad Minera Cerro Verde SAA","Peru"
"US2183521028","Corcept Therapeutics Inc","United States of America"
"US0144911049","Alexander & Baldwin Inc","United States of America"
"AU000000GUD2","GUD Holdings Ltd","Australia"
"AU0000121337","Humm Group Ltd","Australia"
"FR0000124570","Compagnie Plastic Omnium SE","France"
"US92552V1008","ViaSat Inc","United States of America"
"US42222N1037","HealthStream Inc","United States of America"
"US90384S3031","Ulta Beauty Inc","United States of America"
"BE0974362940","Barco NV","Belgium"
"GB00B82YXW83","Vesuvius PLC","United Kingdom"
"JP3172500005","Autobacs Seven Co Ltd","Japan"
"KYG2177B1014","CK Asset Holdings Ltd","Hong Kong"
"RU0009084396","Magnitogorskiy Metallurgicheskiy Kombinat PAO","Russia"
"GB00B62G9D36","Shaftesbury Capital PLC","United Kingdom"
"GB00BYZDVK82","Softcat PLC","United Kingdom"
"US4511071064","Idacorp Inc","United States of America"
"JP3126400005","Alps Alpine Co Ltd","Japan"
"GB0006027295","Morgan Advanced Materials PLC","United Kingdom"
"CA36352H1001","Galiano Gold Inc","Canada"
"CA0089118776","Air Canada","Canada"
"CNE100003GS8","Sinotrans Ltd","China"
"BMG684371393","Pacific Basin Shipping Ltd","Hong Kong"
"US3076751086","Farmer Bros Co","United States of America"
"US1921085049","Coeur Mining Inc","United States of America"
"US1844991018","Clean Energy Fuels Corp","United States of America"
"CA8911021050","Toromont Industries Ltd","Canada"
"GB00B0FYMT95","Helical PLC","United Kingdom"
"US7843051043","SJW Group","United States of America"
"CA0158571053","Algonquin Power & Utilities Corp","Canada"
"US0383361039","Aptargroup Inc","United States of America"
"CNE1000004J3","TravelSky Technology Ltd","China"
"GB0005576813","Howden Joinery Group PLC","United Kingdom"
"GB0007323586","Renishaw PLC","United Kingdom"
"US1686151028","Chico's FAS Inc","United States of America"
"US9682232064","John Wiley & Sons Inc","United States of America"
"GB00B4YZN328","Coats Group PLC","United Kingdom"
"DK0010234467","Flsmidth & Co A/S","Denmark"
"JP3167500002","Leopalace21 Corp","Japan"
"INE918I01018","Bajaj Finserv Ltd","Unable to resolve all requested identifiers."
